1	43.20526	-96.29494	380.6	0	0	0	0
1	43.20624	-96.29494	380.2	0	-0.4	0.1089	108.87
1	43.20717	-96.29495	380	359.6	-0.2	0.2122	103.32
1	43.20717	-96.29495	380	359.6		0.2122	0
1	43.20719	-96.29328	381.1	89.1	0.8	0.3479	135.73
1	43.20723	-96.29166	381.5	88.1	0.3	0.4797	131.73
1	43.20724	-96.29121	381.6	88.3	0.3	0.5162	36.59
1	43.20727	-96.29004	381.9	88	0.3	0.6114	95.14
1	43.2073	-96.28819	381.5	88.7	-0.3	0.7618	150.38
1	43.20734	-96.28514	381.5	89	0	1.0097	247.9
1	43.2074	-96.28275	380.6	88	-0.5	1.204	194.34
1	43.2074	-96.28245	380.5	90	-0.4	1.2284	24.38
1	43.20745	-96.28018	381.6	88.3	0.6	1.4129	184.56
1	43.20745	-96.28018	381.6	88.3		1.4129	0
1	43.20751	-96.27704	383.1	88.5	0.6	1.6682	255.26
1	43.20751	-96.27526	384.3	90	0.8	1.8129	144.65
1	43.20752	-96.2739	384.9	89.4	0.5	1.9234	110.53
1	43.20754	-96.26961	386.8	89.6	0.5	2.272	348.64
1	43.20755	-96.26864	387	89.2	0.3	2.3509	78.84
1	43.20755	-96.2684	387.1	90	0.5	2.3704	19.5
1	43.20757	-96.26819	387.2	82.6	0.6	2.3876	17.21
1	43.20761	-96.26788	387.4	80	0.8	2.4132	25.58
1	43.20763	-96.26774	387.5	78.9	0.9	2.4247	11.59
1	43.20766	-96.26759	387.5	74.7	0	2.4374	12.64
1	43.20766	-96.26759	387.5	74.7		2.4374	0
1	43.20783	-96.26716	387.7	61.5	0.5	2.4771	39.72
1	43.20792	-96.26695	387.8	59.5	0.5	2.4969	19.78
1	43.2081	-96.26661	388	54	0.6	2.531	34.11
1	43.20828	-96.26635	388.1	46.5	0.3	2.5601	29.09
1	43.20856	-96.26605	388.2	38	0.3	2.5996	39.52
1	43.20888	-96.26582	388.1	27.6	-0.2	2.6398	40.16
1	43.20902	-96.26574	388.1	22.6	0	2.6566	16.86
1	43.20931	-96.26562	387.9	16.8	-0.6	2.6903	33.66
1	43.20964	-96.26555	387.7	8.8	-0.5	2.7274	37.1
1	43.20993	-96.26554	387.5	1.4	-0.6	2.7596	32.23
1	43.2106	-96.26556	387.1	358.8	-0.5	2.8341	74.45
1	43.211	-96.26556	386.9	0	-0.4	2.8785	44.44
1	43.21214	-96.26555	386.4	0.4	-0.4	3.0052	126.65
1	43.21317	-96.26556	385.9	359.6	-0.4	3.1196	114.43
1	43.2134	-96.26551	385.8	9	-0.4	3.1455	25.87
1	43.21366	-96.26543	385.7	12.6	-0.3	3.1751	29.61
1	43.21391	-96.26526	385.6	26.4	-0.3	3.2061	31.02
1	43.21408	-96.26513	385.7	29.1	0.5	3.2277	21.64
1	43.21423	-96.26496	385.8	39.6	0.5	3.2494	21.65
1	43.21438	-96.26475	385.9	45.6	0.4	3.2732	23.85
1	43.21454	-96.26445	386.1	53.8	0.7	3.3034	30.17
1	43.21468	-96.26415	386.3	57.4	0.7	3.3323	28.92
1	43.21468	-96.26415	386.3	57.4		3.3323	0
1	43.21479	-96.26372	386.6	70.7	0.8	3.3693	37.02
1	43.21482	-96.26292	387.5	87.1	1.4	3.4344	65.09
1	43.21483	-96.26252	387.9	88	1.2	3.4669	32.52
1	43.21481	-96.26186	387.9	92.4	0	3.5206	53.68
1	43.21481	-96.25928	389.8	90	0.9	3.7303	209.64
1	43.2148	-96.25557	400.2	90.2	3.5	4.0317	301.46
1	43.21479	-96.25032	410.8	90.1	2.5	4.4583	426.6
1	43.21487	-96.2358	419	89.6	0.7	5.6382	1179.88
1	43.21489	-96.2267	423.3	89.8	0.6	6.3776	739.44
1	43.2149	-96.21603	425.5	89.9	0.3	7.2446	867
1	43.21477	-96.20579	418.6	91	-0.8	8.0768	832.19
1	43.21472	-96.20118	422.5	90.9	1	8.4515	374.63
1	43.21467	-96.19727	430.6	91	2.6	8.7692	317.76
1	43.21472	-96.18192	433.1	89.7	0.2	10.0165	1247.3
1	43.21472	-96.1818	433	90	-1	10.0263	9.75
1	43.21471	-96.17731	424	90.2	-2.5	10.3911	364.84
1	43.21471	-96.17615	423.9	90	-0.1	10.4854	94.26
1	43.21472	-96.15748	432.2	90	0.5	12.0024	1517.06
1	43.21478	-96.14053	413.7	89.7	-1.3	13.3797	1377.31
1	43.21479	-96.13772	418.6	89.7	2.2	13.6081	228.33
1	43.21479	-96.13772	418.6	89.7		13.6081	0
1	43.2147	-96.13772	418.7	180	1	13.6181	10
1	43.21414	-96.13771	418.5	179.3	-0.3	13.6803	62.22
1	43.21225	-96.13769	418.9	179.6	0.2	13.8903	209.98
1	43.21072	-96.13765	417.8	178.9	-0.6	14.0603	170.01
1	43.20746	-96.13763	425.2	179.7	2	14.4225	362.18
1	43.20746	-96.13763	425.2	179.7		14.4225	0
1	43.20746	-96.13783	424.7	270	-3.1	14.4387	16.25
1	43.20746	-96.13783	424.7	270		14.4387	0
1	43.20737	-96.13785	424.4	189.2	-3	14.4489	10.13
1	43.20518	-96.13786	420.6	180.2	-1.6	14.6922	243.3
1	43.20178	-96.13786	421.6	180	0.3	15.0699	377.73
1	43.20052	-96.13785	420.1	179.7	-1.1	15.2099	139.98
1	43.20038	-96.13774	420.6	150.2	2.8	15.2278	17.94
1	43.20028	-96.13774	420.6	180	0	15.2389	11.11
1	43.20024	-96.13774	420.5	180	-2.2	15.2434	4.44
1	43.19996	-96.13778	420.3	185.9	-0.6	15.2746	31.28
1	43.19821	-96.13775	423.9	179.3	1.9	15.4691	194.43
1	43.19768	-96.13774	424.1	179.2	0.3	15.528	58.89
1	43.19748	-96.13772	424.1	175.8	0	15.5502	22.28
1	43.19699	-96.13769	424.5	177.4	0.7	15.6047	54.49
1	43.19686	-96.13774	424.4	195.7	-0.7	15.6197	15
1	43.1963	-96.1378	423.9	184.5	-0.8	15.6821	62.4
1	43.19613	-96.13777	424	172.7	0.5	15.7012	19.04
1	43.19584	-96.13773	424.4	174.3	1.2	15.7336	32.38
1	43.19583	-96.13773	424.5	180		15.7347	1.11
1	43.19555	-96.13775	425.1	183	1.9	15.7658	31.15
1	43.19464	-96.13775	428.7	180	3.6	15.8669	101.1
1	43.19437	-96.13766	428.3	166.3	-1.3	15.8978	30.88
1	43.19302	-96.13758	430.3	177.5	1.3	16.0479	150.12
1	43.19302	-96.13758	430.3	177.5		16.0479	0
1	43.19293	-96.13759	430.5	184.6	2	16.0579	10.03
1	43.19293	-96.13759	430.5	184.6		16.0579	0
1	43.19294	-96.13637	430.7	89.4	0.2	16.1571	99.17
1	43.19291	-96.1353	433.2	92.2	2.9	16.2442	87.04
1	43.1929	-96.13523	433.2	101.1	0	16.25	5.8
1	43.19287	-96.13518	433.3	129.5	1.9	16.2552	5.26
1	43.19284	-96.13516	433.3	154.1	0	16.2589	3.71
1	43.19281	-96.13514	433.3	154.1	0	16.2626	3.71
1	43.19267	-96.13513	433.3	177	0	16.2782	15.57
1	43.19267	-96.13513	433.3	177		16.2782	0
1	43.19268	-96.13374	431.7	89.4	-1.4	16.3912	112.99
1	43.19268	-96.13374	431.7	89.4		16.3912	0
1	43.19165	-96.13375	432.8	180.4	1	16.5056	114.43
1	43.19069	-96.13373	435.1	179.1	2.2	16.6123	106.66
1	43.18967	-96.13373	437.8	180	2.4	16.7256	113.32
1	43.18868	-96.1337	439.5	178.7	1.5	16.8356	110.01
1	43.18859	-96.13369	439.5	175.4	0	16.8457	10.03
1	43.18868	-96.1337	439.5	355.4	0	16.8557	10.03
1	43.18967	-96.13373	437.8	358.7	-1.5	16.9657	110.01
1	43.19069	-96.13373	435.1	0	-2.4	17.079	113.32
1	43.19069	-96.13373	435.1	0		17.079	0
1	43.19071	-96.13235	434.3	88.9	-0.7	17.1912	112.2
1	43.19073	-96.13099	435.1	88.8	0.7	17.3018	110.57
