type	latitude	longitude	altitude (m)	course	slope (%)	distance (km)	distance_interval (m)	slope corrected
3	43.257339	-94.206684	350.9	179.9	0	280.5663	213.97	0
3	43.255414	-94.206681	350.5	179.9	-0.2	280.7802	213.86	-0.2
3	43.252792	-94.20665	349.4	179.5	-0.4	281.0715	291.31	-0.4
3	43.24922	-94.206607	347.8	179.5	-0.4	281.4683	396.86	-0.4
3	43.24717	-94.206585	348.4	179.6	0.3	281.6961	227.76	0.3
3	43.24512	-94.206562	348	179.5	-0.2	281.9238	227.76	-0.2
3	43.242492	-94.206535	345.8	179.6	-0.8	282.2158	291.97	-0.8
3	43.240976	-94.205137	347.3	146.1	0.7	282.4189	203.12	0.7
3	43.24098	-94.20484	347.4	88.9	0.4	282.4431	24.13	0.4
3	43.241076	-94.202025	348.7	87.3	0.6	282.672	228.89	0.6
3	43.241169	-94.198387	350.5	88	0.6	282.9676	295.66	0.6
3	43.241247	-94.195145	350.5	88.1	0	283.2311	263.46	0
3	43.241319	-94.191149	346.5	88.6	-1.2	283.5557	324.66	-1.2
3	43.241376	-94.188107	349.9	88.5	1.4	283.8029	247.16	1.4
3	43.241397	-94.184576	351.8	89.5	0.7	284.0897	286.8	0.7
3	43.241416	-94.179393	352.9	89.7	0.3	284.5107	420.97	0.3
3	43.241421	-94.176625	350.5	89.9	-1.1	284.7355	224.82	-1.1
3	43.241427	-94.173858	354	89.8	1.6	284.9602	224.74	1.6
3	43.241424	-94.169955	354.3	90.1	0.1	285.2772	317.01	0.1
3	43.241428	-94.165725	351.4	89.9	-0.8	285.6208	343.57	-0.8
3	43.241436	-94.16329	347.2	89.7	-2.1	285.8186	197.78	-2.1
3	43.241469	-94.160226	348	89.2	0.3	286.0675	248.89	0.3
3	43.241518	-94.156193	343.9	89	-1.3	286.3951	327.61	-1.3
3	43.24149	-94.153062	343.5	90.7	-0.2	286.6494	254.32	-0.2
3	43.241503	-94.148556	347.3	89.8	1	287.0154	365.98	1
3	43.241561	-94.144991	350.6	88.7	1.1	287.305	289.62	1.1
3	43.241612	-94.142212	352.5	88.6	0.8	287.5308	225.78	0.8
3	43.24168	-94.13716	355.1	88.9	0.6	287.9412	410.4	0.6
3	43.241699	-94.13476	353.6	89.4	-0.8	288.1361	194.94	-0.8
3	43.241719	-94.132359	353.6	89.3	0	288.3311	195.02	0
3	43.24169	-94.1313	353.6	92.2	0	288.4172	86.07	0
3	43.241332	-94.128961	353	101.9	-0.3	288.6113	194.09	-0.3
3	43.241234	-94.124517	348.7	91.7	-1.2	288.9724	361.11	-1.2
3	43.241215	-94.120601	350.9	90.4	0.7	289.2905	318.07	0.7
3	43.241201	-94.117952	350.7	90.4	-0.1	289.5057	215.16	-0.1
3	43.241278	-94.114271	350.4	88.4	-0.1	289.8048	299.1	-0.1
3	43.241513	-94.111525	346.3	83.3	-1.8	290.0293	224.56	-1.8
3	43.241638	-94.107656	350.6	87.5	1.4	290.3439	314.55	1.4
3	43.24164	-94.103913	350.5	90	0	290.6479	304.01	0
3	43.24164	-94.100826	350.6	90	0	290.8986	250.73	0
3	43.241631	-94.095585	347.5	90.1	-0.7	291.3243	425.68	-0.7
3	43.241623	-94.09293	347.5	90.2	0	291.5399	215.64	0
3	43.241614	-94.090275	347.5	90.3	0	291.7556	215.64	0
3	43.241692	-94.086036	347.8	88.6	0.1	292.1	344.4	0.1
3	43.241774	-94.083171	354.2	87.7	2.8	292.3328	232.88	2.7
3	43.241879	-94.079384	352.7	87.8	-0.5	292.6406	307.8	-0.5
3	43.24191	-94.075242	350.4	89.4	-0.7	292.9771	336.43	-0.7
3	43.24192	-94.073254	352.8	89.6	1.5	293.1385	161.47	1.5
3	43.241936	-94.069787	353.6	89.6	0.3	293.4201	281.6	0.3
3	43.241909	-94.065987	353.6	90.6	0	293.7288	308.65	0
3	43.241859	-94.061759	353.6	90.9	0	294.0722	343.44	0
3	43.24183	-94.057807	353.6	90.6	0	294.3932	321	0
3	43.241837	-94.053874	350.4	89.9	-1	294.7127	319.44	-1
3	43.241844	-94.051449	349.1	89.8	-0.7	294.9096	196.96	-0.7
3	43.24185	-94.047097	353.6	89.9	1.3	295.2631	353.47	1.3
3	43.24185	-94.044873	353.5	90	-0.1	295.4437	180.63	-0.1
3	43.24185	-94.040997	353.4	90	0	295.7586	314.81	0
3	43.24185	-94.038064	351.7	90	-0.7	295.9968	238.22	-0.7
3	43.241846	-94.033508	356.3	90.1	1.2	296.3668	370.04	1.2
3	43.241842	-94.030945	355.6	90.1	-0.3	296.575	208.17	-0.3
3	43.24184	-94.02949	355.9	90.1	0.3	296.6932	118.18	0.3
3	43.244119	-94.029519	355.7	359.5	-0.1	296.9464	253.2	-0.1
3	43.246398	-94.029548	356.6	359.5	0.4	297.1996	253.2	0.4
3	43.248677	-94.029576	356.6	359.5	0	297.4528	253.2	0
3	43.250955	-94.029605	356.6	359.5	0	297.7059	253.09	0
3	43.253234	-94.029634	357.2	359.5	0.2	297.9591	253.2	0.2
3	43.256301	-94.029655	353.8	359.7	-1	298.2998	340.74	-1
3	43.258567	-94.029643	350.4	0.2	-1.4	298.5516	251.75	-1.4
3	43.261009	-94.029657	352	359.8	0.6	298.8229	271.3	0.6
3	43.263328	-94.029674	350.6	359.7	-0.5	299.0805	257.64	-0.5
3	43.266112	-94.02968	350.5	359.9	0	299.3898	309.3	0
3	43.268835	-94.02968	350.9	0	0.1	299.6923	302.52	0.1
3	43.271225	-94.029703	350.5	359.6	-0.2	299.9578	265.53	-0.2
3	43.273569	-94.029741	353.6	359.3	1.2	300.2183	260.43	1.2
3	43.27614	-94.029786	356.2	359.3	0.9	300.5039	285.66	0.9
3	43.279141	-94.029833	353.6	359.3	-0.8	300.8374	333.43	-0.8
3	43.281392	-94.029866	356.9	359.4	1.3	301.0875	250.1	1.3
3	43.283643	-94.0299	355.2	359.4	-0.7	301.3376	250.1	-0.7
3	43.28434	-94.02928	355.3	32.9	0.1	301.4299	92.35	0.1
3	43.284335	-94.026077	353.9	90.1	-0.5	301.6899	259.97	-0.5
3	43.28433	-94.022874	356.1	90.1	0.8	301.9498	259.97	0.8
3	43.284325	-94.019671	356.6	90.1	0.2	302.2098	259.97	0.2
3	43.28432	-94.016468	356.6	90.1	0	302.4698	259.97	0
3	43.284315	-94.013265	356.8	90.1	0.1	302.7297	259.97	0.1
3	43.28431	-94.010062	356.2	90.1	-0.2	302.9897	259.97	-0.2
3	43.284312	-94.006551	355.6	90	-0.2	303.2747	284.97	-0.2
3	43.284315	-94.003071	356.1	89.9	0.2	303.5571	282.45	0.2
3	43.284317	-93.999592	354.3	90	-0.6	303.8395	282.37	-0.6
3	43.284319	-93.996113	353.5	90	-0.3	304.1219	282.37	-0.3
3	43.284332	-93.992143	353.9	89.7	0.1	304.4441	322.22	0.1
3	43.284326	-93.987569	356.6	90.1	0.7	304.8153	371.24	0.7
3	43.284311	-93.984959	356.2	90.5	-0.2	305.0272	211.84	-0.2
3	43.284286	-93.980183	353.7	90.4	-0.6	305.4148	387.65	-0.6
3	43.284272	-93.977477	356.6	90.4	1.3	305.6345	219.64	1.3
3	43.284258	-93.97477	356.6	90.4	0	305.8542	219.72	0
3	43.284232	-93.970942	356.6	90.5	0	306.1649	310.71	0
3	43.284224	-93.966742	357.1	90.1	0.1	306.5058	340.89	0.1
3	43.284228	-93.964155	357.5	89.9	0.2	306.7158	209.97	0.2
3	43.28423	-93.9625	357.4	89.9	-0.1	306.8501	134.33	-0.1
3	43.284221	-93.959534	356.6	90.2	-0.3	307.0908	240.73	-0.3
3	43.284211	-93.956567	356.6	90.3	0	307.3316	240.82	0
3	43.284202	-93.953601	356.6	90.2	0	307.5724	240.73	0
3	43.284193	-93.950634	358.3	90.2	0.7	307.8132	240.82	0.7
3	43.284165	-93.946586	358	90.5	-0.1	308.1418	328.57	-0.1
3	43.28414	-93.943371	358.6	90.6	0.2	308.4027	260.96	0.2
3	43.284115	-93.940157	359.3	90.6	0.3	308.6636	260.88	0.3
3	43.284084	-93.935598	360.9	90.5	0.4	309.0336	370.04	0.4
3	43.284068	-93.932946	362.9	90.5	0.9	309.2489	215.26	0.9
3	43.284047	-93.928622	366.2	90.4	0.9	309.5999	350.96	0.9
3	43.284034	-93.925563	368.3	90.3	0.8	309.8481	248.29	0.8
3	43.284021	-93.922505	369.7	90.3	0.6	310.0963	248.2	0.6
3	43.284004	-93.917297	371.5	90.3	0.4	310.5191	422.71	0.4
3	43.283997	-93.914783	369.6	90.2	-0.9	310.7231	204.05	-0.9
3	43.283991	-93.91227	369	90.2	-0.3	310.9271	203.97	-0.3
3	43.284011	-93.908496	368.9	89.6	0	311.2334	306.32	0
3	43.284032	-93.905112	366.9	89.5	-0.7	311.5081	274.67	-0.7
3	43.284053	-93.901729	365.8	89.5	-0.4	311.7826	274.59	-0.4
3	43.284074	-93.898345	366.1	89.5	0.1	312.0573	274.67	0.1
3	43.284095	-93.894961	365.9	89.5	-0.1	312.332	274.67	-0.1
3	43.284121	-93.889245	366.6	89.6	0.2	312.7959	463.94	0.2
3	43.284131	-93.88656	369.7	89.7	1.4	313.0139	217.93	1.4
3	43.284142	-93.883875	372.3	89.7	1.2	313.2318	217.93	1.2
3	43.284151	-93.878599	371.9	89.9	-0.1	313.66	428.22	-0.1
3	43.284153	-93.875488	372.6	89.9	0.3	313.9125	252.5	0.3
3	43.284154	-93.872378	368.1	90	-1.8	314.1649	252.42	-1.8
3	43.284155	-93.869267	368.6	90	0.2	314.4174	252.5	0.2
3	43.284157	-93.866156	372	89.9	1.4	314.6699	252.5	1.3
3	43.284158	-93.863045	375	90	1.2	314.9224	252.5	1.2
3	43.284159	-93.859934	378.9	90	1.5	315.1749	252.5	1.5
3	43.284164	-93.855713	378.2	89.9	-0.2	315.5175	342.59	-0.2
3	43.284169	-93.852947	373.3	89.9	-2.2	315.742	224.5	-2.2
3	43.284206	-93.849553	370.9	89.1	-0.9	316.0175	275.5	-0.9
3	43.284251	-93.845962	377	89	2.1	316.309	291.5	2.1
3	43.28434	-93.840266	372.8	88.8	-0.9	316.7715	462.42	-0.9
3	43.28439	-93.837713	374.8	88.5	1	316.9787	207.29	1
3	43.284441	-93.835159	378.6	88.4	1.8	317.1861	207.37	1.8
3	43.284452	-93.830275	379.8	89.8	0.3	317.5825	396.41	0.3
3	43.284424	-93.82767	384.4	90.8	2.2	317.794	211.45	2.2
3	43.284396	-93.825065	382.4	90.8	-0.9	318.0054	211.45	-0.9
3	43.284376	-93.821389	381	90.4	-0.5	318.3038	298.37	-0.5
3	43.284361	-93.818237	386.4	90.4	2.1	318.5596	255.83	2.1
3	43.284352	-93.814706	384.2	90.2	-0.8	318.8462	286.59	-0.8
3	43.284367	-93.810685	382.3	89.7	-0.6	319.1726	326.36	-0.6
3	43.284385	-93.807659	384.7	89.5	1	319.4182	245.61	1
3	43.284406	-93.803661	386	89.6	0.4	319.7427	324.5	0.4
3	43.284422	-93.800622	387.6	89.6	0.7	319.9894	246.66	0.6
3	43.284434	-93.796446	387.1	89.8	-0.1	320.3283	338.94	-0.1
3	43.284439	-93.793691	391.3	89.9	1.9	320.5519	223.61	1.9
3	43.28444	-93.79307	392.1	89.9	1.6	320.6023	50.4	1.6
3	43.28104	-93.793189	390.2	181.5	-0.5	320.9802	377.86	-0.5
3	43.279431	-93.793177	390.2	179.7	0	321.1589	178.76	0
3	43.276288	-93.793151	390.2	179.7	0	321.5081	349.19	0
3	43.274196	-93.793132	391.9	179.6	0.7	321.7405	232.42	0.7
3	43.272104	-93.793113	393.2	179.6	0.6	321.973	232.42	0.6
3	43.268637	-93.793038	393.2	179.1	0	322.3582	385.22	0
3	43.266653	-93.792977	392.7	178.7	-0.2	322.5787	220.47	-0.2
3	43.26467	-93.792915	392.5	178.7	-0.1	322.799	220.36	-0.1
3	43.262123	-93.792839	395.2	178.8	1	323.0821	283.03	1
3	43.259338	-93.792781	395.4	179.1	0.1	323.3915	309.44	0.1
3	43.257177	-93.792742	396.7	179.2	0.5	323.6316	240.1	0.5
3	43.254388	-93.79266	399.9	178.8	1	323.9415	309.92	1
3	43.251912	-93.792541	399.4	178	-0.2	324.2168	275.25	-0.2
3	43.248248	-93.792397	390	178.4	-2.3	324.624	407.23	-2.3
3	43.246247	-93.792334	392.7	178.7	1.2	324.8464	222.37	1.2
3	43.244245	-93.79227	390.2	178.7	-1.1	325.0689	222.48	-1.1
3	43.241853	-93.792209	396.2	178.9	2.3	325.3346	265.79	2.3
3	43.241772	-93.7877	400.4	91.4	1.2	325.701	366.33	1.1
3	43.241763	-93.785111	400	90.3	-0.2	325.9113	210.28	-0.2
3	43.241293	-93.782309	399.3	103	-0.3	326.1448	233.49	-0.3
3	43.237781	-93.782421	399.4	181.3	0	326.535	390.28	0
3	43.235982	-93.782481	396.8	181.4	-1.3	326.735	199.92	-1.3
3	43.232779	-93.782589	394.1	181.4	-0.8	327.0909	355.95	-0.8
3	43.230729	-93.782658	396	181.4	0.8	327.3187	227.82	0.8
3	43.228678	-93.782727	391.4	181.4	-2	327.5467	227.93	-2
3	43.227185	-93.785241	384.4	230.8	-2.7	327.8098	263.1	-2.7
3	43.225966	-93.788233	381.4	240.8	-1.1	328.088	278.25	-1.1
3	43.22547	-93.78965	381.9	244.3	0.4	328.2156	127.63	0.4
3	43.224752	-93.790109	382.6	205	0.8	328.3037	88.05	0.8
3	43.221861	-93.79013	391.8	180.3	2.9	328.6249	321.19	2.9
3	43.220053	-93.791637	395.5	211.3	1.6	328.8601	235.24	1.6
3	43.22005	-93.79226	395.8	269.6	0.6	328.9107	50.62	0.6
3	43.218673	-93.792622	394	190.8	-1.2	329.0665	155.78	-1.2
3	43.216086	-93.792628	387.2	180.1	-2.4	329.3539	287.41	-2.4
3	43.213802	-93.792636	390.7	180.1	1.4	329.6077	253.75	1.4
3	43.21262	-93.79264	390.9	180.1	0.2	329.739	131.32	0.2
3	43.212765	-93.789897	385.2	85.9	-2.6	329.9625	223.48	-2.6
3	43.21278	-93.787154	383.6	89.6	-0.7	330.1854	222.9	-0.7
3	43.212799	-93.782516	391.9	89.7	2.2	330.5623	376.89	2.2
3	43.212808	-93.779732	394.8	89.7	1.3	330.7885	226.23	1.3
3	43.212817	-93.776947	390.1	89.7	-2.1	331.0148	226.31	-2.1
3	43.21282	-93.773148	388.5	89.9	-0.5	331.3235	308.7	-0.5
3	43.212773	-93.768364	378.7	90.8	-2.5	331.7123	388.78	-2.5
3	43.212727	-93.765819	379.6	91.4	0.4	331.9191	206.87	0.4
3	43.21268	-93.763273	381.4	91.5	0.9	332.1261	206.95	0.9
3	43.212618	-93.759789	380.4	91.4	-0.4	332.4093	283.19	-0.4
3	43.212557	-93.756309	375.1	91.4	-1.9	332.6922	282.86	-1.9
3	43.212542	-93.750738	373.3	90.2	-0.4	333.1448	452.7	-0.4
3	43.212573	-93.747815	374.4	89.2	0.5	333.3824	237.55	0.5
3	43.212605	-93.744893	371.9	89.1	-1.1	333.6199	237.47	-1.1
3	43.212637	-93.74197	371	89.1	-0.4	333.8574	237.55	-0.4
3	43.212688	-93.73738	368.8	89.1	-0.6	334.2304	373.02	-0.6
3	43.212716	-93.734919	368.8	89.1	0	334.4304	200	0
3	43.212744	-93.731409	369.9	89.4	0.4	334.7157	285.24	0.4
3	43.21276	-93.727207	376.2	89.7	1.9	335.0571	341.46	1.8
3	43.212771	-93.724044	376.8	89.7	0.2	335.3142	257.03	0.2
3	43.212781	-93.72088	372.7	89.8	-1.6	335.5713	257.11	-1.6
3	43.212791	-93.717717	371.5	89.8	-0.5	335.8283	257.02	-0.5
3	43.212809	-93.711923	370.1	89.8	-0.3	336.2991	470.82	-0.3
3	43.212818	-93.708897	371.1	89.8	0.4	336.545	245.89	0.4
3	43.212827	-93.70587	371.9	89.8	0.3	336.791	245.97	0.3
3	43.212836	-93.702843	371.9	89.8	0	337.0369	245.97	0
3	43.212845	-93.699816	371.2	89.8	-0.3	337.2829	245.97	-0.3
3	43.212854	-93.69679	370.4	89.8	-0.3	337.5288	245.89	-0.3
3	43.21286	-93.69475	370.1	89.8	-0.2	337.6946	165.77	-0.2
3	43.214503	-93.695075	369.8	351.8	-0.2	337.879	184.43	-0.2
3	43.216146	-93.695071	369.8	0.1	0	338.0615	182.53	0
3	43.218877	-93.695061	369.6	0.2	-0.1	338.3649	303.41	-0.1
3	43.221315	-93.695052	370.4	0.2	0.3	338.6358	270.86	0.3
3	43.223752	-93.695043	370.6	0.2	0.1	338.9065	270.74	0.1
3	43.226189	-93.695034	370.7	0.2	0	339.1773	270.74	0
3	43.2293	-93.695055	372.2	359.7	0.4	339.5229	345.63	0.4
3	43.23124	-93.695079	371.8	359.5	-0.2	339.7385	215.54	-0.2
3	43.233805	-93.69509	371.8	359.8	0	340.0234	284.97	0
3	43.236299	-93.695099	371.4	359.8	-0.1	340.3005	277.08	-0.1
3	43.238869	-93.695092	371.4	0.1	0	340.586	285.52	0
3	43.241608	-93.695069	376.4	0.3	1.6	340.8903	304.3	1.6
4	43.244077	-93.695172	381.7	358.3	1.9	341.1647	274.43	1.9
4	43.24692	-93.69528	387.9	358.4	2	341.4807	315.97	2
4	43.24882	-93.693751	387.8	30.4	0	341.7256	244.9	0
4	43.24902	-93.689881	388.1	85.9	0.1	342.0407	315.07	0.1
4	43.249039	-93.686922	381.1	89.5	-2.9	342.281	240.31	-2.9
4	43.24905	-93.68531	381.2	89.5	0.1	342.4119	130.92	0.1
4	43.249067	-93.682469	388.8	89.5	3.3	342.6426	230.73	3.3
4	43.249084	-93.679627	391.4	89.5	1.1	342.8735	230.81	1.1
4	43.2491	-93.67441	388.3	89.8	-0.7	343.2971	423.68	-0.7
4	43.2491	-93.671889	387.7	90	-0.3	343.5019	204.73	-0.3
4	43.2491	-93.669369	384.1	90	-1.8	343.7065	204.65	-1.8
4	43.2491	-93.665182	384.5	90	0.1	344.0466	340.03	0.1
4	43.2491	-93.662075	377.3	90	-2.9	344.2989	252.32	-2.9
4	43.2491	-93.658967	380.4	90	1.2	344.5513	252.4	1.2
4	43.2491	-93.65601	378.7	90	-0.7	344.7914	240.14	-0.7
4	43.250773	-93.656021	383.5	359.7	2.6	344.9773	185.87	2.6
4	43.252446	-93.656031	386	359.8	1.3	345.1632	185.87	1.3
4	43.25508	-93.65604	378.7	359.9	-2.5	345.4558	292.63	-2.5
4	43.257708	-93.656094	377.7	359.1	-0.3	345.7478	292	-0.3
4	43.260552	-93.656145	379.6	359.3	0.6	346.0638	315.99	0.6
4	43.26257	-93.656167	381.9	359.5	1	346.288	224.2	1
4	43.265507	-93.656227	384.7	359.1	0.9	346.6143	326.33	0.9
4	43.267991	-93.656276	389.7	359.2	1.8	346.8903	276	1.8
4	43.269982	-93.656318	382.9	359.1	-3.1	347.1115	221.22	-3.1
4	43.270134	-93.653386	381.1	85.9	-0.8	347.3502	238.63	-0.8
4	43.27014	-93.65098	377.2	89.8	-2	347.5455	195.33	-2
4	43.270117	-93.649511	372.6	91.2	-3.9	347.6648	119.28	-3.9
4	43.269081	-93.647231	378.1	122	2.5	347.8827	217.97	2.5
4	43.268722	-93.643581	375.2	97.7	-1	348.1817	299	-1
4	43.268544	-93.639598	379.1	93.5	1.2	348.5057	323.96	1.2
4	43.268371	-93.636871	382.7	95	1.6	348.7279	222.22	1.6
4	43.26837	-93.63687	382.7	143.9	0	348.728	0.14	0
4	43.265718	-93.636905	386.4	180.6	1.3	349.0227	294.65	1.3
4	43.26533	-93.63532	377.9	108.6		349.1584	135.71	-6.3
4	43.26529	-93.634064	376	92.5	-1.9	349.2605	102.07	-1.9
4	43.26336	-93.633722	373.5	172.6	-1.2	349.4767	216.21	-1.2
4	43.2634	-93.63278	370.4	86.7	-4.1	349.5533	76.61	-4
4	43.263378	-93.629983	365.6	90.6	-2.1	349.7804	227.11	-2.1
4	43.26339	-93.62682	372.9	89.7	2.9	350.0372	256.81	2.8
4	43.263303	-93.62677	373.2	157.3	2.9	350.0477	10.48	2.9
4	43.260757	-93.626716	376.2	179.1	1.1	350.3306	282.89	1.1
4	43.258294	-93.6267	374.4	179.7	-0.7	350.6042	273.64	-0.7
4	43.255626	-93.626679	378.1	179.7	1.2	350.9006	296.41	1.2
4	43.25558	-93.62668	378.1	180.9	0	350.9058	5.11	0
4	43.255594	-93.622462	366.3	89.7	-3.5	351.2483	342.51	-3.4
4	43.25558	-93.619401	370.2	90.4	1.6	351.4968	248.56	1.6
4	43.25557	-93.61682	372.2	90.3	1	351.7064	209.59	1
4	43.254008	-93.616956	374.8	183.6	1.5	351.8803	173.89	1.5
4	43.252445	-93.617001	378	181.2	1.8	352.054	173.68	1.8
4	43.250054	-93.617065	374.8	181.1	-1.2	352.3197	265.69	-1.2
4	43.247467	-93.617205	375.6	182.3	0.3	352.6073	287.63	0.3
4	43.244236	-93.617352	372.4	181.9	-0.9	352.9665	359.15	-0.9
4	43.242521	-93.617424	375.2	181.8	1.5	353.1571	190.62	1.5
4	43.239857	-93.617382	371.6	179.3	-1.2	353.4531	295.98	-1.2
4	43.237563	-93.617324	369.6	178.9	-0.8	353.708	254.9	-0.8
4	43.235091	-93.616794	369.1	171.1	-0.2	353.986	277.99	-0.2
4	43.23493	-93.61618	369.4	109.8	0.6	354.0389	52.99	0.6
4	43.234946	-93.613011	369.7	89.6	0.1	354.2964	257.42	0.1
4	43.234961	-93.609841	369	89.6	-0.3	354.5539	257.5	-0.3
4	43.23433	-93.606498	368.9	104.5	0	354.8343	280.45	0
4	43.231754	-93.603082	367.6	136	-0.3	355.2329	398.63	-0.3
4	43.230777	-93.601194	369.9	125.4	1.2	355.4208	187.89	1.2
4	43.229782	-93.597674	372.5	111.2	0.9	355.7274	306.57	0.8
4	43.229322	-93.595218	373.7	104.4	0.6	355.9334	205.96	0.6
4	43.22844	-93.5926	375.4	114.8	0.7	356.1675	234.17	0.7
4	43.227873	-93.59092	379.3	114.9	2.6	356.3179	150.32	2.6
4	43.227146	-93.588768	378.6	114.9	-0.4	356.5104	192.58	-0.4
4	43.226789	-93.584188	373.4	96.1	-1.4	356.8846	374.19	-1.4
4	43.226689	-93.581526	372.7	93	-0.3	357.1012	216.55	-0.3
4	43.226302	-93.577405	369.1	97.3	-1.1	357.4387	337.54	-1.1
4	43.225813	-93.574109	367.8	101.5	-0.5	357.7119	273.23	-0.5
4	43.225295	-93.570959	368.3	102.7	0.2	357.9742	262.3	0.2
4	43.224726	-93.567309	367.3	102.1	-0.3	358.2774	303.2	-0.3
4	43.224401	-93.564553	366.8	99.2	-0.2	358.5042	226.8	-0.2
4	43.22433	-93.56386	366.8	98	0	358.5611	56.85	0
4	43.222432	-93.564002	364.1	183.1	-1.3	358.7723	211.18	-1.3
4	43.22062	-93.561951	366.5	140.5	0.9	359.0336	261.33	0.9
4	43.22031	-93.558536	366.3	97.1	-0.1	359.3132	279.59	-0.1
4	43.218582	-93.555277	366.1	126	-0.1	359.6403	327.06	-0.1
4	43.217153	-93.553902	365.9	145	-0.1	359.8344	194.13	-0.1
4	43.214868	-93.551621	365.9	144	0	360.1487	314.32	0
4	43.212713	-93.549681	365.8	146.7	0	360.4354	286.65	0
4	43.210917	-93.548063	365.7	146.7	0	360.6743	238.95	0
4	43.208094	-93.546863	366.1	162.8	0.1	361.0027	328.44	0.1
4	43.20771	-93.54686	366.3	179.7	0.5	361.0454	42.66	0.5
4	43.205576	-93.546864	366.1	180.1	-0.1	361.2825	237.08	-0.1
4	43.203443	-93.546868	373.1	180.1	3	361.5195	236.97	3
4	43.199965	-93.546908	377.6	180.5	1.2	361.9059	386.41	1.2
4	43.1976	-93.546946	380.2	180.7	1	362.1686	262.76	1
4	43.195235	-93.546984	381.2	180.7	0.4	362.4314	262.76	0.4
4	43.192869	-93.547022	380.4	180.7	-0.3	362.6943	262.87	-0.3
4	43.190504	-93.54706	378.8	180.7	-0.6	362.957	262.76	-0.6
4	43.188139	-93.547098	375.7	180.7	-1.2	363.2198	262.76	-1.2
4	43.185774	-93.547136	379.2	180.7	1.3	363.4825	262.76	1.3
4	43.18427	-93.545829	380.1	147.6	0.5	363.6806	198.01	0.5
4	43.18427	-93.54579	380.1	90	0	363.6837	3.17	0
4	43.184262	-93.542337	380.6	90.2	0.2	363.9644	280.72	0.2
4	43.184253	-93.538884	377.9	90.2	-1	364.2452	280.72	-1
4	43.184245	-93.535431	375.4	90.2	-0.9	364.5259	280.72	-0.9
4	43.184226	-93.530756	377.1	90.3	0.4	364.906	380.07	0.4
4	43.184211	-93.527962	374.9	90.4	-1	365.1331	227.15	-1
4	43.184187	-93.522933	377.7	90.4	0.7	365.542	408.85	0.7
4	43.184174	-93.520026	382.9	90.3	2.2	365.7783	236.33	2.2
4	43.184161	-93.517119	384.4	90.3	0.6	366.0146	236.33	0.6
4	43.184148	-93.514211	385	90.3	0.3	366.251	236.42	0.3
4	43.184134	-93.509578	385.6	90.2	0.2	366.6277	376.65	0.2
4	43.184129	-93.506695	384.3	90.1	-0.6	366.8621	234.38	-0.6
4	43.184123	-93.503813	384.1	90.2	-0.1	367.0964	234.3	-0.1
4	43.18412	-93.499827	381.5	90.1	-0.8	367.4204	324.05	-0.8
4	43.18414	-93.495013	380.2	89.7	-0.3	367.8118	391.37	-0.3
4	43.18416	-93.492376	381	89.4	0.4	368.0262	214.39	0.4
4	43.184179	-93.489739	381.9	89.4	0.4	368.2406	214.39	0.4
4	43.18419	-93.485385	383	89.8	0.3	368.5945	353.97	0.3
4	43.18419	-93.48243	384.1	90	0.5	368.8348	240.23	0.5
4	43.18419	-93.479475	382.6	90	-0.6	369.075	240.23	-0.6
4	43.18419	-93.47798	381.7	90	-0.7	369.1966	121.54	-0.7
4	43.181922	-93.477972	383.2	179.9	0.6	369.4485	251.97	0.6
4	43.179653	-93.477963	383.5	179.8	0.1	369.7006	252.08	0.1
4	43.177385	-93.477955	382.9	179.9	-0.2	369.9526	251.97	-0.2
4	43.175116	-93.477946	382	179.8	-0.4	370.2046	252.08	-0.4
4	43.171261	-93.477928	378.8	179.8	-0.7	370.6329	428.28	-0.7
4	43.169112	-93.477916	379.2	179.8	0.2	370.8717	238.75	0.2
4	43.166963	-93.477903	381.2	179.7	0.8	371.1104	238.75	0.8
4	43.164814	-93.477891	376.9	179.8	-1.8	371.3492	238.75	-1.8
4	43.160717	-93.477867	378.2	179.8	0.3	371.8043	455.16	0.3
4	43.158555	-93.477854	384.5	179.7	2.6	372.0445	240.19	2.6
4	43.156392	-93.477841	387.5	179.7	1.2	372.2848	240.3	1.2
4	43.15423	-93.477827	385.1	179.7	-1	372.525	240.19	-1
4	43.152067	-93.477814	381.9	179.7	-1.3	372.7653	240.3	-1.3
4	43.149904	-93.477801	380.8	179.7	-0.5	373.0056	240.3	-0.5
4	43.147256	-93.477797	381	179.9	0.1	373.2998	294.18	0.1
4	43.144772	-93.477794	381.7	179.9	0.3	373.5758	275.96	0.3
4	43.142289	-93.477791	384.1	179.9	0.9	373.8516	275.85	0.9
4	43.138727	-93.477776	381	179.8	-0.8	374.2473	395.72	-0.8
4	43.136453	-93.477762	380.2	179.7	-0.3	374.5	252.63	-0.3
4	43.13418	-93.477748	381	179.7	0.3	374.7525	252.52	0.3
4	43.131906	-93.477734	375.8	179.7	-2.1	375.0051	252.63	-2.1
4	43.129409	-93.477711	382.1	179.6	2.3	375.2825	277.41	2.3
4	43.126093	-93.477704	385.7	179.9	1	375.6509	368.39	1
4	43.124118	-93.477685	380.1	179.6	-2.6	375.8703	219.42	-2.6
4	43.121736	-93.477632	375.2	179.1	-1.9	376.135	264.66	-1.9
4	43.12088	-93.47761	375.4	178.9	0.2	376.2301	95.11	0.2
4	43.118794	-93.47757	374.9	179.2	-0.2	376.4619	231.77	-0.2
